strategy,symbol,date,entry_time,exit_time,direction,setup,entry,stop,risk_pct,target_r,partial_hit,exit_reason,pnl_r
Lance Breitstein,AVGO,2026-05-08,11:35,15:50,long,gap/catalyst proxy + VWAP + relative strength,424.53,418.698,1.374,1.0,True,time,0.833
Lance Breitstein,AVGO,2026-05-15,11:00,12:15,short,gap/catalyst proxy + VWAP + relative weakness,422.54,428.462,1.402,1.0,False,stop,-1.0
Lance Breitstein,AVGO,2026-05-19,10:10,12:30,short,gap/catalyst proxy + VWAP + relative weakness,407.425,413.3949,1.465,1.0,False,stop,-1.0
Lance Breitstein,AVGO,2026-06-01,10:40,15:50,long,gap/catalyst proxy + VWAP + relative strength,458.1,449.7,1.834,1.0,False,time,0.195
Lance Breitstein,AVGO,2026-06-05,11:30,15:50,short,gap/catalyst proxy + VWAP + relative weakness,396.4,402.7,1.589,1.0,True,time,1.126
Lance Breitstein,AVGO,2026-06-17,10:25,15:35,long,gap/catalyst proxy + VWAP + relative strength,397.32,390.7895,1.644,1.0,False,stop,-1.0
Lance Breitstein,AVGO,2026-07-01,12:25,15:00,short,gap/catalyst proxy + VWAP + relative weakness,368.43,371.388,0.803,1.0,False,stop,-1.0
Lance Breitstein,AVGO,2026-07-07,10:35,11:50,short,gap/catalyst proxy + VWAP + relative weakness,362.705,367.193,1.237,1.0,False,stop,-1.0
Lance Breitstein,AVGO,2026-07-08,10:05,15:50,long,gap/catalyst proxy + VWAP + relative strength,386.67,380.9221,1.487,1.0,True,time,0.674
Lance Breitstein,AVGO,2026-07-13,12:50,15:50,short,gap/catalyst proxy + VWAP + relative weakness,386.58,391.5,1.273,1.0,False,time,-0.064
Lance Breitstein,AVGO,2026-07-16,13:00,15:50,short,gap/catalyst proxy + VWAP + relative weakness,377.9,382.883,1.319,1.0,True,time,0.806
Lance Breitstein,AVGO,2026-07-20,12:05,14:40,long,gap/catalyst proxy + VWAP + relative strength,383.23,379.5989,0.947,1.0,False,stop,-1.0
Lance Breitstein,AVGO,2026-07-24,14:35,15:50,short,gap/catalyst proxy + VWAP + relative weakness,379.61,385.082,1.441,1.0,False,time,-0.214
Lance Breitstein,NFLX,2026-06-18,13:40,15:50,long,gap/catalyst proxy + VWAP + relative strength,77.655,76.749,1.167,1.0,False,time,-0.088
Lance Breitstein,NFLX,2026-06-22,10:15,15:50,short,gap/catalyst proxy + VWAP + relative weakness,75.16,76.1739,1.349,1.0,True,time,1.422
Lance Breitstein,NFLX,2026-06-29,10:10,12:00,long,gap/catalyst proxy + VWAP + relative strength,75.96,74.874,1.43,1.0,False,stop,-1.0
Lance Breitstein,NFLX,2026-07-01,12:50,15:50,long,gap/catalyst proxy + VWAP + relative strength,73.72,72.982,1.001,1.0,False,time,0.423
Lance Breitstein,NFLX,2026-07-02,10:15,15:50,long,gap/catalyst proxy + VWAP + relative strength,76.347,75.567,1.022,1.0,True,time,1.444
Lance Breitstein,PLTR,2026-06-01,13:05,15:50,long,gap/catalyst proxy + VWAP + relative strength,162.24,159.18,1.886,1.0,False,time,-0.464
Lance Breitstein,PLTR,2026-06-15,10:05,15:50,long,gap/catalyst proxy + VWAP + relative strength,132.19,130.768,1.076,1.0,True,time,1.393
Lance Breitstein,PLTR,2026-06-22,10:25,15:50,short,gap/catalyst proxy + VWAP + relative weakness,124.18,126.466,1.841,1.0,True,time,1.442
Lance Breitstein,PLTR,2026-06-26,10:10,15:50,long,gap/catalyst proxy + VWAP + relative strength,111.425,109.751,1.502,1.0,True,time,0.979
Lance Breitstein,PLTR,2026-07-09,10:20,11:35,short,gap/catalyst proxy + VWAP + relative weakness,125.37,127.0776,1.362,1.0,False,stop,-1.0
